"ID","Sex","Age","CausesOfDeath","Year","Deaths"
1553658,"Male","45-49","DigestiveSystem",1998,88
1553659,"Male","45-49","DigestiveSystem",1999,94
1553660,"Male","45-49","DigestiveSystem",2000,101
1553661,"Male","45-49","DigestiveSystem",2001,85
1553662,"Male","45-49","DigestiveSystem",2002,89
1553663,"Male","45-49","DigestiveSystem",2003,97
1553664,"Male","45-49","DigestiveSystem",2004,89
1553665,"Male","45-49","DigestiveSystem",2005,96
1553666,"Male","45-49","DigestiveSystem",2006,88
1553667,"Male","45-49","DigestiveSystem",2007,82
1553668,"Male","45-49","DigestiveSystem",2008,80
1553669,"Male","45-49","DigestiveSystem",2009,73
1553670,"Male","45-49","DigestiveSystem",2010,66
1553671,"Male","45-49","DigestiveSystem",2011,51
1553672,"Male","45-49","DigestiveSystem",2012,63
1553673,"Male","45-49","DigestiveSystem",2013,59
1553674,"Male","45-49","DigestiveSystem",2014,52
1553675,"Male","45-49","DigestiveSystem",2015,50
1553676,"Male","45-49","DigestiveSystem",2016,71
1553677,"Male","45-49","DigestiveSystem",2017,66
1553678,"Male","45-49","DigestiveSystem",2018,47
1553679,"Male","45-49","DigestiveSystem",2019,57
1553680,"Male","45-49","DigestiveSystem",2020,73
1553681,"Male","45-49","DigestiveSystem",2021,65
1555554,"Male","45-49","SkinDeseases",1996,0
1555555,"Male","45-49","SkinDeseases",1997,0
1555556,"Male","45-49","SkinDeseases",1998,3
1555557,"Male","45-49","SkinDeseases",1999,1
1555558,"Male","45-49","SkinDeseases",2000,2
1555559,"Male","45-49","SkinDeseases",2001,3
1555560,"Male","45-49","SkinDeseases",2002,1
1555561,"Male","45-49","SkinDeseases",2003,5
1555562,"Male","45-49","SkinDeseases",2004,0
1555563,"Male","45-49","SkinDeseases",2005,1
1555564,"Male","45-49","SkinDeseases",2006,0
1555565,"Male","45-49","SkinDeseases",2007,2
1555566,"Male","45-49","SkinDeseases",2008,1
1555567,"Male","45-49","SkinDeseases",2009,2
1555568,"Male","45-49","SkinDeseases",2010,2
1555569,"Male","45-49","SkinDeseases",2011,2
1555570,"Male","45-49","SkinDeseases",2012,1
1555571,"Male","45-49","SkinDeseases",2013,0
1555572,"Male","45-49","SkinDeseases",2014,1
1555573,"Male","45-49","SkinDeseases",2015,0
1555574,"Male","45-49","SkinDeseases",2016,1
1555575,"Male","45-49","SkinDeseases",2017,1
1555576,"Male","45-49","SkinDeseases",2018,0
1555577,"Male","45-49","SkinDeseases",2019,0
1555578,"Male","45-49","SkinDeseases",2020,0
1555579,"Male","45-49","SkinDeseases",2021,1
1557452,"Male","45-49","MusculSystem",1996,6
1557453,"Male","45-49","MusculSystem",1997,5
1557454,"Male","45-49","MusculSystem",1998,2
1557455,"Male","45-49","MusculSystem",1999,9
1557456,"Male","45-49","MusculSystem",2000,8
1557457,"Male","45-49","MusculSystem",2001,4
1557458,"Male","45-49","MusculSystem",2002,4
1557459,"Male","45-49","MusculSystem",2003,2
1557460,"Male","45-49","MusculSystem",2004,4
1557461,"Male","45-49","MusculSystem",2005,4
1557462,"Male","45-49","MusculSystem",2006,4
1557463,"Male","45-49","MusculSystem",2007,5
1557464,"Male","45-49","MusculSystem",2008,3
1557465,"Male","45-49","MusculSystem",2009,3
1557466,"Male","45-49","MusculSystem",2010,4
1557467,"Male","45-49","MusculSystem",2011,5
1557468,"Male","45-49","MusculSystem",2012,3
1557469,"Male","45-49","MusculSystem",2013,4
1557470,"Male","45-49","MusculSystem",2014,2
1557471,"Male","45-49","MusculSystem",2015,6
1557472,"Male","45-49","MusculSystem",2016,4
1557473,"Male","45-49","MusculSystem",2017,4
1557474,"Male","45-49","MusculSystem",2018,3
1557475,"Male","45-49","MusculSystem",2019,6
1557476,"Male","45-49","MusculSystem",2020,2
1557477,"Male","45-49","MusculSystem",2021,5
1559532,"Male","45-49","GenitourinarySystem",1996,7
1559533,"Male","45-49","GenitourinarySystem",1997,1
1559534,"Male","45-49","GenitourinarySystem",1998,6
1559535,"Male","45-49","GenitourinarySystem",1999,6
1559536,"Male","45-49","GenitourinarySystem",2000,7
1559537,"Male","45-49","GenitourinarySystem",2001,10
1559538,"Male","45-49","GenitourinarySystem",2002,6
1559539,"Male","45-49","GenitourinarySystem",2003,9
1559540,"Male","45-49","GenitourinarySystem",2004,6
1559541,"Male","45-49","GenitourinarySystem",2005,10
1559542,"Male","45-49","GenitourinarySystem",2006,7
1559543,"Male","45-49","GenitourinarySystem",2007,10
1559544,"Male","45-49","GenitourinarySystem",2008,10
1559545,"Male","45-49","GenitourinarySystem",2009,8
1559546,"Male","45-49","GenitourinarySystem",2010,6
1559547,"Male","45-49","GenitourinarySystem",2011,8
1559548,"Male","45-49","GenitourinarySystem",2012,4
1559549,"Male","45-49","GenitourinarySystem",2013,4
1559550,"Male","45-49","GenitourinarySystem",2014,8
1559551,"Male","45-49","GenitourinarySystem",2015,5
1559552,"Male","45-49","GenitourinarySystem",2016,5
1559553,"Male","45-49","GenitourinarySystem",2017,4
1559554,"Male","45-49","GenitourinarySystem",2018,5
1559555,"Male","45-49","GenitourinarySystem",2019,6
1559556,"Male","45-49","GenitourinarySystem",2020,6
1559557,"Male","45-49","GenitourinarySystem",2021,12
1563692,"Male","45-49","Perinatal",1996,0
1563693,"Male","45-49","Perinatal",1997,0
1563694,"Male","45-49","Perinatal",1998,0
1563695,"Male","45-49","Perinatal",1999,0
1563696,"Male","45-49","Perinatal",2000,0
1563697,"Male","45-49","Perinatal",2001,0
1563698,"Male","45-49","Perinatal",2002,0
1563699,"Male","45-49","Perinatal",2003,0
1563700,"Male","45-49","Perinatal",2004,0
1563701,"Male","45-49","Perinatal",2005,0
1563702,"Male","45-49","Perinatal",2006,0
1563703,"Male","45-49","Perinatal",2007,1
1563704,"Male","45-49","Perinatal",2008,0
1563705,"Male","45-49","Perinatal",2009,0
1563706,"Male","45-49","Perinatal",2010,0
1563707,"Male","45-49","Perinatal",2011,0
1563708,"Male","45-49","Perinatal",2012,0
1563709,"Male","45-49","Perinatal",2013,0
1563710,"Male","45-49","Perinatal",2014,0
1563711,"Male","45-49","Perinatal",2015,0
1563712,"Male","45-49","Perinatal",2016,0
1563713,"Male","45-49","Perinatal",2017,0
1563714,"Male","45-49","Perinatal",2018,0
1563715,"Male","45-49","Perinatal",2019,0
1563716,"Male","45-49","Perinatal",2020,0
1563717,"Male","45-49","Perinatal",2021,0
1565252,"Male","45-49","CongenitalMalform",1996,7
1565253,"Male","45-49","CongenitalMalform",1997,10
1565254,"Male","45-49","CongenitalMalform",1998,12
1565255,"Male","45-49","CongenitalMalform",1999,9
1565256,"Male","45-49","CongenitalMalform",2000,8
1565257,"Male","45-49","CongenitalMalform",2001,8
1565258,"Male","45-49","CongenitalMalform",2002,7
1565259,"Male","45-49","CongenitalMalform",2003,4
1565260,"Male","45-49","CongenitalMalform",2004,4
1565261,"Male","45-49","CongenitalMalform",2005,12
1565262,"Male","45-49","CongenitalMalform",2006,10
1565263,"Male","45-49","CongenitalMalform",2007,10
1565264,"Male","45-49","CongenitalMalform",2008,3
1565265,"Male","45-49","CongenitalMalform",2009,5
1565266,"Male","45-49","CongenitalMalform",2010,5
1565267,"Male","45-49","CongenitalMalform",2011,10
1565268,"Male","45-49","CongenitalMalform",2012,6
1565269,"Male","45-49","CongenitalMalform",2013,6
1565270,"Male","45-49","CongenitalMalform",2014,8
1565271,"Male","45-49","CongenitalMalform",2015,10
1565272,"Male","45-49","CongenitalMalform",2016,9
1565273,"Male","45-49","CongenitalMalform",2017,14
1565274,"Male","45-49","CongenitalMalform",2018,8
1565275,"Male","45-49","CongenitalMalform",2019,8
1565276,"Male","45-49","CongenitalMalform",2020,11
1565277,"Male","45-49","CongenitalMalform",2021,4
1567540,"Male","45-49","UnclassifiedAbnorm",1996,118
1567541,"Male","45-49","UnclassifiedAbnorm",1997,106
1567542,"Male","45-49","UnclassifiedAbnorm",1998,142
1567543,"Male","45-49","UnclassifiedAbnorm",1999,143
1567544,"Male","45-49","UnclassifiedAbnorm",2000,116
1567545,"Male","45-49","UnclassifiedAbnorm",2001,145
1567546,"Male","45-49","UnclassifiedAbnorm",2002,119
1567547,"Male","45-49","UnclassifiedAbnorm",2003,116
1567548,"Male","45-49","UnclassifiedAbnorm",2004,82
1567549,"Male","45-49","UnclassifiedAbnorm",2005,91
1567550,"Male","45-49","UnclassifiedAbnorm",2006,81
1567551,"Male","45-49","UnclassifiedAbnorm",2007,85
1567552,"Male","45-49","UnclassifiedAbnorm",2008,87
1567553,"Male","45-49","UnclassifiedAbnorm",2009,75
1567554,"Male","45-49","UnclassifiedAbnorm",2010,78
1567555,"Male","45-49","UnclassifiedAbnorm",2011,82
1567556,"Male","45-49","UnclassifiedAbnorm",2012,83
1567557,"Male","45-49","UnclassifiedAbnorm",2013,92
1567558,"Male","45-49","UnclassifiedAbnorm",2014,82
1567559,"Male","45-49","UnclassifiedAbnorm",2015,78
1567560,"Male","45-49","UnclassifiedAbnorm",2016,88
1567561,"Male","45-49","UnclassifiedAbnorm",2017,91
1567562,"Male","45-49","UnclassifiedAbnorm",2018,101
1567563,"Male","45-49","UnclassifiedAbnorm",2019,84
1567564,"Male","45-49","UnclassifiedAbnorm",2020,73
1567565,"Male","45-49","UnclassifiedAbnorm",2021,98
1569956,"Male","45-49","COVID-19",2020,38
1569957,"Male","45-49","COVID-19",2021,58
1569984,"Male","45-49","ExternalCauses",1996,224
1569985,"Male","45-49","ExternalCauses",1997,213
1569986,"Male","45-49","ExternalCauses",1998,197
1569987,"Male","45-49","ExternalCauses",1999,223
1569988,"Male","45-49","ExternalCauses",2000,238
1569989,"Male","45-49","ExternalCauses",2001,239
1569990,"Male","45-49","ExternalCauses",2002,225
1569991,"Male","45-49","ExternalCauses",2003,223
1569992,"Male","45-49","ExternalCauses",2004,234
1569993,"Male","45-49","ExternalCauses",2005,236
1569994,"Male","45-49","ExternalCauses",2006,219
1569995,"Male","45-49","ExternalCauses",2007,214
1569996,"Male","45-49","ExternalCauses",2008,210
1569997,"Male","45-49","ExternalCauses",2009,243
1569998,"Male","45-49","ExternalCauses",2010,249
1569999,"Male","45-49","ExternalCauses",2011,248
1570000,"Male","45-49","ExternalCauses",2012,240
1570001,"Male","45-49","ExternalCauses",2013,217
1570002,"Male","45-49","ExternalCauses",2014,227
1570003,"Male","45-49","ExternalCauses",2015,230
1570004,"Male","45-49","ExternalCauses",2016,221
1570005,"Male","45-49","ExternalCauses",2017,237
1570006,"Male","45-49","ExternalCauses",2018,207
1570007,"Male","45-49","ExternalCauses",2019,188
1570008,"Male","45-49","ExternalCauses",2020,215
1570009,"Male","45-49","ExternalCauses",2021,180
1579734,"Male","50-54","Infections",1996,47
1579735,"Male","50-54","Infections",1997,38
1579736,"Male","50-54","Infections",1998,36
1579737,"Male","50-54","Infections",1999,49
1579738,"Male","50-54","Infections",2000,40
1579739,"Male","50-54","Infections",2001,33
1579740,"Male","50-54","Infections",2002,36
1579741,"Male","50-54","Infections",2003,27
1579742,"Male","50-54","Infections",2004,47
1579743,"Male","50-54","Infections",2005,31
1579744,"Male","50-54","Infections",2006,35
1579745,"Male","50-54","Infections",2007,26
1579746,"Male","50-54","Infections",2008,34
1579747,"Male","50-54","Infections",2009,42
1579748,"Male","50-54","Infections",2010,27
1579749,"Male","50-54","Infections",2011,34
1579750,"Male","50-54","Infections",2012,42
1579751,"Male","50-54","Infections",2013,41
1579752,"Male","50-54","Infections",2014,35
1579753,"Male","50-54","Infections",2015,34
1579754,"Male","50-54","Infections",2016,30
1579755,"Male","50-54","Infections",2017,39
1579756,"Male","50-54","Infections",2018,31
1579757,"Male","50-54","Infections",2019,32
1579758,"Male","50-54","Infections",2020,25
1579759,"Male","50-54","Infections",2021,30
1584232,"Male","50-54","Neoplasms",1996,903
1584233,"Male","50-54","Neoplasms",1997,986
1584234,"Male","50-54","Neoplasms",1998,1072
1584235,"Male","50-54","Neoplasms",1999,1076
1584236,"Male","50-54","Neoplasms",2000,1038
1584237,"Male","50-54","Neoplasms",2001,1067
1584238,"Male","50-54","Neoplasms",2002,1001
1584239,"Male","50-54","Neoplasms",2003,981
1584240,"Male","50-54","Neoplasms",2004,1023
1584241,"Male","50-54","Neoplasms",2005,920
1584242,"Male","50-54","Neoplasms",2006,912
1584243,"Male","50-54","Neoplasms",2007,845
1584244,"Male","50-54","Neoplasms",2008,949
1584245,"Male","50-54","Neoplasms",2009,881
1584246,"Male","50-54","Neoplasms",2010,865
1584247,"Male","50-54","Neoplasms",2011,835
1584248,"Male","50-54","Neoplasms",2012,880
1584249,"Male","50-54","Neoplasms",2013,891
1584250,"Male","50-54","Neoplasms",2014,824
1584251,"Male","50-54","Neoplasms",2015,804
1584252,"Male","50-54","Neoplasms",2016,781
1584253,"Male","50-54","Neoplasms",2017,783
1584254,"Male","50-54","Neoplasms",2018,749
1584255,"Male","50-54","Neoplasms",2019,716
1584256,"Male","50-54","Neoplasms",2020,731
1584257,"Male","50-54","Neoplasms",2021,702
1588730,"Male","50-54","Endocr+Metabol",1996,62
1588731,"Male","50-54","Endocr+Metabol",1997,63
1588732,"Male","50-54","Endocr+Metabol",1998,76
1588733,"Male","50-54","Endocr+Metabol",1999,83
1588734,"Male","50-54","Endocr+Metabol",2000,81
1588735,"Male","50-54","Endocr+Metabol",2001,93
1588736,"Male","50-54","Endocr+Metabol",2002,63
1588737,"Male","50-54","Endocr+Metabol",2003,68
1588738,"Male","50-54","Endocr+Metabol",2004,65
1588739,"Male","50-54","Endocr+Metabol",2005,74
1588740,"Male","50-54","Endocr+Metabol",2006,71
1588741,"Male","50-54","Endocr+Metabol",2007,62
1588742,"Male","50-54","Endocr+Metabol",2008,60
1588743,"Male","50-54","Endocr+Metabol",2009,67
1588744,"Male","50-54","Endocr+Metabol",2010,72
1588745,"Male","50-54","Endocr+Metabol",2011,52
1588746,"Male","50-54","Endocr+Metabol",2012,62
1588747,"Male","50-54","Endocr+Metabol",2013,53
1588748,"Male","50-54","Endocr+Metabol",2014,58
1588749,"Male","50-54","Endocr+Metabol",2015,58
1588750,"Male","50-54","Endocr+Metabol",2016,44
1588751,"Male","50-54","Endocr+Metabol",2017,62
1588752,"Male","50-54","Endocr+Metabol",2018,73
1588753,"Male","50-54","Endocr+Metabol",2019,56
1588754,"Male","50-54","Endocr+Metabol",2020,70
1588755,"Male","50-54","Endocr+Metabol",2021,63
1590654,"Male","50-54","Psychological",1996,17
1590655,"Male","50-54","Psychological",1997,21
1590656,"Male","50-54","Psychological",1998,35
1590657,"Male","50-54","Psychological",1999,28
1590658,"Male","50-54","Psychological",2000,35
1590659,"Male","50-54","Psychological",2001,50
1590660,"Male","50-54","Psychological",2002,39
1590661,"Male","50-54","Psychological",2003,37
1590662,"Male","50-54","Psychological",2004,25
1590663,"Male","50-54","Psychological",2005,35
1590664,"Male","50-54","Psychological",2006,24
1590665,"Male","50-54","Psychological",2007,31
1590666,"Male","50-54","Psychological",2008,31
1590667,"Male","50-54","Psychological",2009,40
1590668,"Male","50-54","Psychological",2010,19
1590669,"Male","50-54","Psychological",2011,34
1590670,"Male","50-54","Psychological",2012,24
1590671,"Male","50-54","Psychological",2013,54
1590672,"Male","50-54","Psychological",2014,56
1590673,"Male","50-54","Psychological",2015,61
1590674,"Male","50-54","Psychological",2016,65
1590675,"Male","50-54","Psychological",2017,62
1590676,"Male","50-54","Psychological",2018,61
1590677,"Male","50-54","Psychological",2019,56
1590678,"Male","50-54","Psychological",2020,87
1590679,"Male","50-54","Psychological",2021,70
1592708,"Male","50-54","NervousSystem",1996,46
1592709,"Male","50-54","NervousSystem",1997,44
1592710,"Male","50-54","NervousSystem",1998,41
1592711,"Male","50-54","NervousSystem",1999,56
1592712,"Male","50-54","NervousSystem",2000,60
1592713,"Male","50-54","NervousSystem",2001,56
1592714,"Male","50-54","NervousSystem",2002,55
1592715,"Male","50-54","NervousSystem",2003,45
1592716,"Male","50-54","NervousSystem",2004,56
1592717,"Male","50-54","NervousSystem",2005,48
1592718,"Male","50-54","NervousSystem",2006,65
1592719,"Male","50-54","NervousSystem",2007,40
1592720,"Male","50-54","NervousSystem",2008,49
1592721,"Male","50-54","NervousSystem",2009,58
1592722,"Male","50-54","NervousSystem",2010,42
1592723,"Male","50-54","NervousSystem",2011,60
1592724,"Male","50-54","NervousSystem",2012,59
1592725,"Male","50-54","NervousSystem",2013,62
1592726,"Male","50-54","NervousSystem",2014,62
1592727,"Male","50-54","NervousSystem",2015,78
1592728,"Male","50-54","NervousSystem",2016,61
1592729,"Male","50-54","NervousSystem",2017,62
1592730,"Male","50-54","NervousSystem",2018,61
1592731,"Male","50-54","NervousSystem",2019,58
1592732,"Male","50-54","NervousSystem",2020,55
1592733,"Male","50-54","NervousSystem",2021,58
1594502,"Male","50-54","Eye+Adnexa",1996,0
1594503,"Male","50-54","Eye+Adnexa",1997,0
1594504,"Male","50-54","Eye+Adnexa",1998,0
1594505,"Male","50-54","Eye+Adnexa",1999,0
1594506,"Male","50-54","Eye+Adnexa",2000,0
1594507,"Male","50-54","Eye+Adnexa",2001,0
1594508,"Male","50-54","Eye+Adnexa",2002,0
1594509,"Male","50-54","Eye+Adnexa",2003,0
1594510,"Male","50-54","Eye+Adnexa",2004,0
1594511,"Male","50-54","Eye+Adnexa",2005,0
1594512,"Male","50-54","Eye+Adnexa",2006,0
1594513,"Male","50-54","Eye+Adnexa",2007,0
1594514,"Male","50-54","Eye+Adnexa",2008,0
1594515,"Male","50-54","Eye+Adnexa",2009,0
1594516,"Male","50-54","Eye+Adnexa",2010,0
1594517,"Male","50-54","Eye+Adnexa",2011,0
1594518,"Male","50-54","Eye+Adnexa",2012,0
1594519,"Male","50-54","Eye+Adnexa",2013,0
1594520,"Male","50-54","Eye+Adnexa",2014,0
1594521,"Male","50-54","Eye+Adnexa",2015,0
1594522,"Male","50-54","Eye+Adnexa",2016,0
1594523,"Male","50-54","Eye+Adnexa",2017,1
1594524,"Male","50-54","Eye+Adnexa",2018,0
1594525,"Male","50-54","Eye+Adnexa",2019,2
1594526,"Male","50-54","Eye+Adnexa",2020,0
1594527,"Male","50-54","Eye+Adnexa",2021,0
1596400,"Male","50-54","CirculatorySystem",1996,787
1596401,"Male","50-54","CirculatorySystem",1997,788
1596402,"Male","50-54","CirculatorySystem",1998,831
1596403,"Male","50-54","CirculatorySystem",1999,810
1596404,"Male","50-54","CirculatorySystem",2000,843
1596405,"Male","50-54","CirculatorySystem",2001,763
1596406,"Male","50-54","CirculatorySystem",2002,756
1596407,"Male","50-54","CirculatorySystem",2003,763
1596408,"Male","50-54","CirculatorySystem",2004,643
1596409,"Male","50-54","CirculatorySystem",2005,626
1596410,"Male","50-54","CirculatorySystem",2006,599
1596411,"Male","50-54","CirculatorySystem",2007,547
1596412,"Male","50-54","CirculatorySystem",2008,549
1596413,"Male","50-54","CirculatorySystem",2009,477
1596414,"Male","50-54","CirculatorySystem",2010,487
